TIMESTAMP,PROCESSO_NOME,PID,CPU_USO(%),MEMORIA_USO(MB),TIPO_CONEXAO,IP_LOCAL,PORTA_LOCAL,IP_REMOTO,PORTA_REMOTA,HOSTNAME_REMOTO (SITE),CAMINHO_EXE
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,7680,192.168.10.251,65079,-,-
13:16:25,OneDrive.exe,19056,0.0,21.5,ESTABLISHED,192.168.10.102,54766,172.172.255.217,443,Use um site de Whois com o IP,C:\Program Files\Microsoft OneDrive\OneDrive.exe
13:16:25,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,53059,20.42.73.27,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,3CXSoftphone.exe,16636,0.0,14.3,ESTABLISHED,127.0.0.1,60975,127.0.0.1,60974,Use um site de Whois com o IP,C:\Program Files\WindowsApps\3CXDMCC.3CX_20.0.1076.0_x64__bhm4yemhnd70e\3CXSoftphone.exe
13:16:25,MpDefenderCoreService.exe,3300,0.0,5.4,ESTABLISHED,192.168.10.102,61819,52.123.128.14,443,Use um site de Whois com o IP,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25110.6-0\MpDefenderCoreService.exe
13:16:25,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,64844,95.101.31.48,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,lsass.exe,668,0.0,9.8,LISTEN,::,49664,-,-,-,C:\Windows\System32\lsass.exe
13:16:25,msedgewebview2.exe,15380,0.0,6.3,ESTABLISHED,192.168.10.102,64215,52.112.127.96,443,Use um site de Whois com o IP,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe
13:16:25,svchost.exe,2148,0.0,0.5,LISTEN,::,49667,-,-,-,C:\Windows\System32\svchost.exe
13:16:25,OneDrive.exe,19056,0.0,21.5,ESTABLISHED,192.168.10.102,61811,13.107.136.10,443,Use um site de Whois com o IP,C:\Program Files\Microsoft OneDrive\OneDrive.exe
13:16:25,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,53654,95.101.31.48,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,64465,92.123.10.20,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,svchost.exe,1900,0.0,4.6,LISTEN,::,49666,-,-,-,C:\Windows\System32\svchost.exe
13:16:25,OneDrive.Sync.Service.exe,8756,0.0,4.4,LISTEN,::1,42050,-,-,-,C:\Program Files\Microsoft OneDrive\25.238.1204.0001\OneDrive.Sync.Service.exe
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,7680,192.168.10.251,54354,-,-
13:16:25,chrome.exe,4972,0.0,25.8,ESTABLISHED,192.168.10.102,51835,172.217.28.142,443,Use um site de Whois com o IP,C:\Program Files\Google\Chrome\Application\chrome.exe
13:16:25,chrome.exe,4972,0.0,25.8,ESTABLISHED,192.168.10.102,50737,95.101.31.45,443,Use um site de Whois com o IP,C:\Program Files\Google\Chrome\Application\chrome.exe
13:16:25,ms-teams.exe,17032,0.0,7.9,ESTABLISHED,192.168.10.102,61671,52.112.84.185,443,Use um site de Whois com o IP,C:\Program Files\WindowsApps\MSTeams_25332.1210.4188.1171_x64__8wekyb3d8bbwe\ms-teams.exe
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61821,191.239.243.77,9322,-,-
13:16:25,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,56088,95.101.31.38,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,svchost.exe,11772,0.0,9.8,LISTEN,::,7680,-,-,-,C:\Windows\System32\svchost.exe
13:16:25,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,55622,95.101.31.38,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,53439,95.101.31.48,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,3CXSoftphone.exe,16636,0.0,14.3,ESTABLISHED,192.168.10.102,60539,189.84.131.243,5090,Use um site de Whois com o IP,C:\Program Files\WindowsApps\3CXDMCC.3CX_20.0.1076.0_x64__bhm4yemhnd70e\3CXSoftphone.exe
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61810,191.239.243.77,9322,-,-
13:16:25,OUTLOOK.EXE,17456,0.0,34.4,ESTABLISHED,192.168.10.102,64114,52.97.78.98,443,Use um site de Whois com o IP,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
13:16:25,svchost.exe,1200,0.0,12.0,LISTEN,0.0.0.0,135,-,-,-,C:\Windows\System32\svchost.exe
13:16:25,services.exe,608,0.0,3.1,LISTEN,0.0.0.0,49678,-,-,-,C:\Windows\System32\services.exe
13:16:25,SSMS.exe,18644,0.0,36.4,ESTABLISHED,192.168.10.102,52164,20.226.29.104,9322,Use um site de Whois com o IP,C:\Program Files\Microsoft SQL Server Management Studio 22\Release\Common7\IDE\SSMS.exe
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61816,191.239.243.77,9322,-,-
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61820,191.239.243.77,9322,-,-
13:16:25,lsass.exe,668,0.0,9.8,LISTEN,0.0.0.0,49664,-,-,-,C:\Windows\System32\lsass.exe
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61809,191.239.243.77,9322,-,-
13:16:25,chrome.exe,4972,0.0,25.8,ESTABLISHED,192.168.10.102,57045,34.104.128.0,443,Use um site de Whois com o IP,C:\Program Files\Google\Chrome\Application\chrome.exe
13:16:25,OUTLOOK.EXE,17456,0.0,34.4,ESTABLISHED,192.168.10.102,61804,52.97.11.66,443,Use um site de Whois com o IP,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,7680,192.168.10.251,51367,-,-
13:16:25,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,55913,95.101.31.48,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,OUTLOOK.EXE,17456,0.0,34.4,ESTABLISHED,192.168.10.102,54759,52.97.11.226,443,Use um site de Whois com o IP,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61818,191.239.243.77,9322,-,-
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,49222,20.50.73.12,443,-,-
13:16:25,chrome.exe,4972,0.0,25.8,ESTABLISHED,192.168.10.102,62854,34.104.128.0,443,Use um site de Whois com o IP,C:\Program Files\Google\Chrome\Application\chrome.exe
13:16:25,System,4,0.0,0.1,LISTEN,0.0.0.0,445,-,-,-,
13:16:25,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,52734,185.199.110.133,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,7680,192.168.10.251,51366,-,-
13:16:25,OneDrive.exe,19056,0.0,21.5,ESTABLISHED,192.168.10.102,61814,20.50.73.12,443,Use um site de Whois com o IP,C:\Program Files\Microsoft OneDrive\OneDrive.exe
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,7680,192.168.10.251,54353,-,-
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,55926,172.217.162.238,443,-,-
13:16:25,System,4,0.0,0.1,LISTEN,192.168.10.102,139,-,-,-,
13:16:25,spoolsv.exe,2864,0.0,0.0,LISTEN,0.0.0.0,49668,-,-,-,C:\Windows\System32\spoolsv.exe
13:16:25,svchost.exe,2148,0.0,0.5,LISTEN,0.0.0.0,49667,-,-,-,C:\Windows\System32\svchost.exe
13:16:25,3CXSoftphone.exe,16636,0.0,14.3,ESTABLISHED,127.0.0.1,60974,127.0.0.1,60975,Use um site de Whois com o IP,C:\Program Files\WindowsApps\3CXDMCC.3CX_20.0.1076.0_x64__bhm4yemhnd70e\3CXSoftphone.exe
13:16:25,Desktop.exe,20804,0.0,4.1,ESTABLISHED,192.168.10.102,63652,4.201.156.63,9322,Use um site de Whois com o IP,D:\OneDrive - headsoft.com.br\Documentos\Headsoft\Pastinha Clientes\Acessos Clientes\CSS - SPO\Desktop.exe
13:16:25,Desktop.exe,8688,0.0,25.3,ESTABLISHED,192.168.10.102,54663,20.226.29.104,9322,Use um site de Whois com o IP,D:\OneDrive - headsoft.com.br\Documentos\Headsoft\Pastinha Clientes\Acessos Clientes\SMX\Desktop.exe
13:16:25,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,54107,92.123.10.20,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61815,191.239.243.77,9322,-,-
13:16:25,wininit.exe,904,0.0,0.4,LISTEN,::,49665,-,-,-,C:\Windows\System32\wininit.exe
13:16:25,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,54456,95.101.31.38,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,chrome.exe,4972,0.0,25.8,ESTABLISHED,192.168.10.102,50805,191.234.191.17,443,Use um site de Whois com o IP,C:\Program Files\Google\Chrome\Application\chrome.exe
13:16:25,services.exe,608,0.0,3.1,LISTEN,::,49678,-,-,-,C:\Windows\System32\services.exe
13:16:25,svchost.exe,3412,0.0,4.4,ESTABLISHED,192.168.10.102,54769,172.172.255.217,443,Use um site de Whois com o IP,C:\Windows\System32\svchost.exe
13:16:25,ms-teams.exe,5556,0.0,30.8,ESTABLISHED,192.168.10.102,61826,40.126.45.26,443,Use um site de Whois com o IP,C:\Program Files\WindowsApps\MSTeams_25332.1210.4188.1171_x64__8wekyb3d8bbwe\ms-teams.exe
13:16:25,svchost.exe,1900,0.0,4.6,LISTEN,0.0.0.0,49666,-,-,-,C:\Windows\System32\svchost.exe
13:16:25,spoolsv.exe,2864,0.0,0.0,LISTEN,::,49668,-,-,-,C:\Windows\System32\spoolsv.exe
13:16:25,Code.exe,21064,0.0,153.6,LISTEN,127.0.0.1,3992,-,-,-,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,Code.exe,10236,0.0,39.6,ESTABLISHED,192.168.10.102,61827,20.42.73.27,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,58755,95.101.31.48,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,SSMS.exe,18644,0.0,36.4,ESTABLISHED,192.168.10.102,60225,20.197.224.0,9322,Use um site de Whois com o IP,C:\Program Files\Microsoft SQL Server Management Studio 22\Release\Common7\IDE\SSMS.exe
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61812,13.69.109.131,443,-,-
13:16:25,ms-teams.exe,5556,0.0,30.8,ESTABLISHED,192.168.10.102,61825,40.126.45.26,443,Use um site de Whois com o IP,C:\Program Files\WindowsApps\MSTeams_25332.1210.4188.1171_x64__8wekyb3d8bbwe\ms-teams.exe
13:16:25,svchost.exe,11772,0.0,9.8,LISTEN,0.0.0.0,7680,-,-,-,C:\Windows\System32\svchost.exe
13:16:25,3CXSoftphone.exe,16636,0.0,14.3,ESTABLISHED,192.168.10.102,60538,189.84.131.243,443,Use um site de Whois com o IP,C:\Program Files\WindowsApps\3CXDMCC.3CX_20.0.1076.0_x64__bhm4yemhnd70e\3CXSoftphone.exe
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,51255,52.168.112.66,443,-,-
13:16:25,System,4,0.0,0.1,LISTEN,::,445,-,-,-,
13:16:25,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,61802,13.107.213.33,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:25,svchost.exe,1200,0.0,12.2,LISTEN,::,135,-,-,-,C:\Windows\System32\svchost.exe
13:16:25,svchost.exe,5904,0.0,0.5,LISTEN,0.0.0.0,5040,-,-,-,C:\Windows\System32\svchost.exe
13:16:25,wininit.exe,904,0.0,0.4,LISTEN,0.0.0.0,49665,-,-,-,C:\Windows\System32\wininit.exe
13:16:25,Desktop.exe,23376,0.0,93.6,ESTABLISHED,192.168.10.102,52533,191.239.243.77,9322,Use um site de Whois com o IP,D:\HeadCargo Pancaldi\Desktop.exe
13:16:25,EditorConsulta.exe,15912,0.0,1.3,ESTABLISHED,192.168.10.102,62414,20.197.224.0,9322,Use um site de Whois com o IP,C:\Users\Kauan Lauer\Documents\Editor de Consultas\EditorConsulta.exe
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61822,191.239.243.77,9322,-,-
13:16:25,SSMS.exe,18644,0.0,36.4,ESTABLISHED,192.168.10.102,52162,20.226.29.104,9322,Use um site de Whois com o IP,C:\Program Files\Microsoft SQL Server Management Studio 22\Release\Common7\IDE\SSMS.exe
13:16:25,chrome.exe,4972,0.0,26.3,ESTABLISHED,192.168.10.102,60536,142.251.0.188,5228,Use um site de Whois com o IP,C:\Program Files\Google\Chrome\Application\chrome.exe
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61817,191.239.243.77,9322,-,-
13:16:25,tawk.to.exe,18000,0.0,3.1,ESTABLISHED,192.168.10.102,53579,34.171.109.6,443,Use um site de Whois com o IP,C:\Program Files\tawk.to\tawk.to.exe
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,49221,52.104.90.25,443,-,-
13:16:25,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,7680,192.168.10.251,65078,-,-
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,7680,192.168.10.251,65079,-,-
13:16:27,OneDrive.exe,19056,0.0,21.5,ESTABLISHED,192.168.10.102,54766,172.172.255.217,443,Use um site de Whois com o IP,C:\Program Files\Microsoft OneDrive\OneDrive.exe
13:16:27,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,53059,20.42.73.27,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:27,3CXSoftphone.exe,16636,0.0,14.4,ESTABLISHED,127.0.0.1,60975,127.0.0.1,60974,Use um site de Whois com o IP,C:\Program Files\WindowsApps\3CXDMCC.3CX_20.0.1076.0_x64__bhm4yemhnd70e\3CXSoftphone.exe
13:16:27,MpDefenderCoreService.exe,3300,0.0,5.4,ESTABLISHED,192.168.10.102,61819,52.123.128.14,443,Use um site de Whois com o IP,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25110.6-0\MpDefenderCoreService.exe
13:16:27,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,64844,95.101.31.48,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:27,lsass.exe,668,0.0,9.8,LISTEN,::,49664,-,-,-,C:\Windows\System32\lsass.exe
13:16:27,msedgewebview2.exe,15380,0.0,6.3,ESTABLISHED,192.168.10.102,64215,52.112.127.96,443,Use um site de Whois com o IP,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe
13:16:27,svchost.exe,2148,0.0,0.5,LISTEN,::,49667,-,-,-,C:\Windows\System32\svchost.exe
13:16:27,OneDrive.exe,19056,0.0,21.5,ESTABLISHED,192.168.10.102,61811,13.107.136.10,443,Use um site de Whois com o IP,C:\Program Files\Microsoft OneDrive\OneDrive.exe
13:16:27,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,53654,95.101.31.48,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:27,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,64465,92.123.10.20,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:27,svchost.exe,1900,0.0,4.6,LISTEN,::,49666,-,-,-,C:\Windows\System32\svchost.exe
13:16:27,OneDrive.Sync.Service.exe,8756,0.0,4.4,LISTEN,::1,42050,-,-,-,C:\Program Files\Microsoft OneDrive\25.238.1204.0001\OneDrive.Sync.Service.exe
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,7680,192.168.10.251,54354,-,-
13:16:27,chrome.exe,4972,0.0,26.1,ESTABLISHED,192.168.10.102,51835,172.217.28.142,443,Use um site de Whois com o IP,C:\Program Files\Google\Chrome\Application\chrome.exe
13:16:27,chrome.exe,4972,0.0,26.1,ESTABLISHED,192.168.10.102,50737,95.101.31.45,443,Use um site de Whois com o IP,C:\Program Files\Google\Chrome\Application\chrome.exe
13:16:27,ms-teams.exe,17032,0.0,8.6,ESTABLISHED,192.168.10.102,61671,52.112.84.185,443,Use um site de Whois com o IP,C:\Program Files\WindowsApps\MSTeams_25332.1210.4188.1171_x64__8wekyb3d8bbwe\ms-teams.exe
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61821,191.239.243.77,9322,-,-
13:16:27,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,56088,95.101.31.38,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:27,svchost.exe,11772,0.0,9.8,LISTEN,::,7680,-,-,-,C:\Windows\System32\svchost.exe
13:16:27,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,55622,95.101.31.38,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:27,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,53439,95.101.31.48,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:27,3CXSoftphone.exe,16636,0.0,14.4,ESTABLISHED,192.168.10.102,60539,189.84.131.243,5090,Use um site de Whois com o IP,C:\Program Files\WindowsApps\3CXDMCC.3CX_20.0.1076.0_x64__bhm4yemhnd70e\3CXSoftphone.exe
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61810,191.239.243.77,9322,-,-
13:16:27,OUTLOOK.EXE,17456,0.0,34.4,ESTABLISHED,192.168.10.102,64114,52.97.78.98,443,Use um site de Whois com o IP,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
13:16:27,svchost.exe,1200,0.0,12.2,LISTEN,0.0.0.0,135,-,-,-,C:\Windows\System32\svchost.exe
13:16:27,services.exe,608,0.0,3.1,LISTEN,0.0.0.0,49678,-,-,-,C:\Windows\System32\services.exe
13:16:27,SSMS.exe,18644,0.0,36.4,ESTABLISHED,192.168.10.102,52164,20.226.29.104,9322,Use um site de Whois com o IP,C:\Program Files\Microsoft SQL Server Management Studio 22\Release\Common7\IDE\SSMS.exe
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61816,191.239.243.77,9322,-,-
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61820,191.239.243.77,9322,-,-
13:16:27,lsass.exe,668,0.0,9.8,LISTEN,0.0.0.0,49664,-,-,-,C:\Windows\System32\lsass.exe
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61809,191.239.243.77,9322,-,-
13:16:27,chrome.exe,4972,0.0,26.1,ESTABLISHED,192.168.10.102,57045,34.104.128.0,443,Use um site de Whois com o IP,C:\Program Files\Google\Chrome\Application\chrome.exe
13:16:27,OUTLOOK.EXE,17456,0.0,34.4,ESTABLISHED,192.168.10.102,61804,52.97.11.66,443,Use um site de Whois com o IP,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,7680,192.168.10.251,51367,-,-
13:16:27,Code.exe,9236,0.0,10.2,ESTABLISHED,192.168.10.102,55913,95.101.31.48,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:27,OUTLOOK.EXE,17456,0.0,34.4,ESTABLISHED,192.168.10.102,54759,52.97.11.226,443,Use um site de Whois com o IP,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61818,191.239.243.77,9322,-,-
13:16:27,chrome.exe,4972,0.0,26.1,ESTABLISHED,192.168.10.102,62854,34.104.128.0,443,Use um site de Whois com o IP,C:\Program Files\Google\Chrome\Application\chrome.exe
13:16:27,System,4,0.0,0.1,LISTEN,0.0.0.0,445,-,-,-,
13:16:27,Code.exe,9236,0.0,10.1,ESTABLISHED,192.168.10.102,52734,185.199.110.133,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,7680,192.168.10.251,51366,-,-
13:16:27,OneDrive.exe,19056,0.0,21.5,ESTABLISHED,192.168.10.102,61814,20.50.73.12,443,Use um site de Whois com o IP,C:\Program Files\Microsoft OneDrive\OneDrive.exe
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,7680,192.168.10.251,54353,-,-
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,55926,172.217.162.238,443,-,-
13:16:27,System,4,0.0,0.1,LISTEN,192.168.10.102,139,-,-,-,
13:16:27,spoolsv.exe,2864,0.0,0.0,LISTEN,0.0.0.0,49668,-,-,-,C:\Windows\System32\spoolsv.exe
13:16:27,svchost.exe,2148,0.0,0.5,LISTEN,0.0.0.0,49667,-,-,-,C:\Windows\System32\svchost.exe
13:16:27,3CXSoftphone.exe,16636,0.0,14.4,ESTABLISHED,127.0.0.1,60974,127.0.0.1,60975,Use um site de Whois com o IP,C:\Program Files\WindowsApps\3CXDMCC.3CX_20.0.1076.0_x64__bhm4yemhnd70e\3CXSoftphone.exe
13:16:27,Desktop.exe,20804,0.0,4.1,ESTABLISHED,192.168.10.102,63652,4.201.156.63,9322,Use um site de Whois com o IP,D:\OneDrive - headsoft.com.br\Documentos\Headsoft\Pastinha Clientes\Acessos Clientes\CSS - SPO\Desktop.exe
13:16:27,Desktop.exe,8688,0.0,25.3,ESTABLISHED,192.168.10.102,54663,20.226.29.104,9322,Use um site de Whois com o IP,D:\OneDrive - headsoft.com.br\Documentos\Headsoft\Pastinha Clientes\Acessos Clientes\SMX\Desktop.exe
13:16:27,Code.exe,9236,0.0,10.1,ESTABLISHED,192.168.10.102,54107,92.123.10.20,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61815,191.239.243.77,9322,-,-
13:16:27,wininit.exe,904,0.0,0.4,LISTEN,::,49665,-,-,-,C:\Windows\System32\wininit.exe
13:16:27,Code.exe,9236,0.0,10.1,ESTABLISHED,192.168.10.102,54456,95.101.31.38,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:27,chrome.exe,4972,0.0,26.1,ESTABLISHED,192.168.10.102,50805,191.234.191.17,443,Use um site de Whois com o IP,C:\Program Files\Google\Chrome\Application\chrome.exe
13:16:27,services.exe,608,0.0,3.1,LISTEN,::,49678,-,-,-,C:\Windows\System32\services.exe
13:16:27,svchost.exe,3412,0.0,4.4,ESTABLISHED,192.168.10.102,54769,172.172.255.217,443,Use um site de Whois com o IP,C:\Windows\System32\svchost.exe
13:16:27,ms-teams.exe,5556,0.0,30.8,ESTABLISHED,192.168.10.102,61826,40.126.45.26,443,Use um site de Whois com o IP,C:\Program Files\WindowsApps\MSTeams_25332.1210.4188.1171_x64__8wekyb3d8bbwe\ms-teams.exe
13:16:27,svchost.exe,1900,0.0,4.6,LISTEN,0.0.0.0,49666,-,-,-,C:\Windows\System32\svchost.exe
13:16:27,spoolsv.exe,2864,0.0,0.0,LISTEN,::,49668,-,-,-,C:\Windows\System32\spoolsv.exe
13:16:27,Code.exe,21064,0.0,153.7,LISTEN,127.0.0.1,3992,-,-,-,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:27,Code.exe,10236,0.0,45.0,ESTABLISHED,192.168.10.102,61827,20.42.73.27,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:27,Code.exe,9236,0.0,10.1,ESTABLISHED,192.168.10.102,58755,95.101.31.48,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
13:16:27,SSMS.exe,18644,0.0,36.4,ESTABLISHED,192.168.10.102,60225,20.197.224.0,9322,Use um site de Whois com o IP,C:\Program Files\Microsoft SQL Server Management Studio 22\Release\Common7\IDE\SSMS.exe
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,61812,13.69.109.131,443,-,-
13:16:27,ms-teams.exe,5556,0.0,30.8,ESTABLISHED,192.168.10.102,61825,40.126.45.26,443,Use um site de Whois com o IP,C:\Program Files\WindowsApps\MSTeams_25332.1210.4188.1171_x64__8wekyb3d8bbwe\ms-teams.exe
13:16:27,svchost.exe,11772,0.0,9.8,LISTEN,0.0.0.0,7680,-,-,-,C:\Windows\System32\svchost.exe
13:16:27,3CXSoftphone.exe,16636,0.0,14.4,ESTABLISHED,192.168.10.102,60538,189.84.131.243,443,Use um site de Whois com o IP,C:\Program Files\WindowsApps\3CXDMCC.3CX_20.0.1076.0_x64__bhm4yemhnd70e\3CXSoftphone.exe
13:16:27,Sistema/Desconhecido,0,0.0,0.0,TIME_WAIT,192.168.10.102,51255,52.168.112.66,443,-,-
13:16:27,System,4,0.0,0.1,LISTEN,::,445,-,-,-,
13:16:27,Code.exe,9236,0.0,10.1,ESTABLISHED,192.168.10.102,61802,13.107.213.33,443,Use um site de Whois com o IP,C:\Users\Kauan Lauer\AppData\Local\Programs\Microsoft VS Code\Code.exe
